id,nombre,tipo,municipio,categoria,costo_estimado,tiempo_horas,nivel_afluencia,lat,lng,foto_url
783,La Oaxaqueña,restaurante,Palenque,gastronomia,136,1.4,598,17.508321,-91.986567,
784,Chely's,restaurante,Palenque,gastronomia,119,1.2,177,17.490635,-92.023891,
785,Barrita,restaurante,Mapastepec,gastronomia,168,1.3,336,15.392732,-93.101996,
786,Peruano Cevicheria y Cocina Peruana,restaurante,San Cristobal de las Casas,gastronomia,237,1.3,558,16.735614,-92.638034,
787,Bangcook Thai Street Food,restaurante,San Cristobal de las Casas,gastronomia,138,1.4,611,16.735863,-92.638014,
788,El Punto Pizzeria,restaurante,San Cristobal de las Casas,gastronomia,82,1.2,59,16.735725,-92.638062,
789,500 Noches,restaurante,San Cristobal de las Casas,gastronomia,105,1.3,132,16.735594,-92.637934,
790,Amor Negro,restaurante,San Cristobal de las Casas,gastronomia,213,1.2,480,16.735801,-92.637718,
791,Oh la la!,restaurante,San Cristobal de las Casas,gastronomia,86,1.4,72,16.735885,-92.638076,
792,Brasa,restaurante,San Cristobal de las Casas,gastronomia,112,1.4,156,16.73575,-92.637762,
793,Mercado de Carne,restaurante,San Cristobal de las Casas,gastronomia,185,1.3,392,16.735626,-92.63776,
794,Cocoliche,restaurante,San Cristobal de las Casas,gastronomia,197,1.4,428,16.737814,-92.634545,
795,Carmelitas,restaurante,San Cristobal de las Casas,gastronomia,92,1.4,91,16.737207,-92.639115,
796,Las Pichanchas,restaurante,Tuxtla Gutierrez,gastronomia,111,1.0,151,16.752953,-93.109851,
797,Palma sola,restaurante,Tapachula,gastronomia,245,1.5,584,14.863346,-92.191964,
798,Tonantzin,restaurante,San Cristobal de las Casas,gastronomia,212,1.5,478,16.737723,-92.632098,
799,Todo Vegano,restaurante,San Cristobal de las Casas,gastronomia,211,1.3,475,16.737724,-92.63217,
800,Alebrije,restaurante,San Cristobal de las Casas,gastronomia,100,1.4,115,16.744928,-92.635486,
801,"Cocina Tradicional y Antojitos ""Tía Pili""",restaurante,Tuxtla Gutierrez,gastronomia,85,1.2,66,16.717306,-93.119727,
802,Los tres borregitos,restaurante,Tapachula,gastronomia,118,1.0,175,14.882649,-92.276175,
803,Libre Café,restaurante,San Cristobal de las Casas,gastronomia,139,1.2,242,16.737355,-92.632722,
804,Casa Luz,restaurante,San Cristobal de las Casas,gastronomia,164,1.0,322,16.735172,-92.637227,
805,Latte cafeteria,restaurante,Palenque,gastronomia,127,1.0,551,17.511494,-91.992778,
806,La Ventana,restaurante,Palenque,gastronomia,151,1.4,680,17.454523,-92.031916,
807,El cordero,restaurante,Palenque,gastronomia,198,1.1,432,17.350393,-92.076806,
808,El Adobe,restaurante,Comitan de Dominguez,gastronomia,106,1.3,135,16.175518,-92.189897,
809,La Estacion,restaurante,La Trinitaria,gastronomia,140,1.5,245,16.132985,-92.040946,
810,Karen,restaurante,La Independencia,gastronomia,192,1.3,412,16.120652,-91.825627,
811,Restaurante Lagos de Montebello,restaurante,La Independencia,gastronomia,223,1.5,513,16.092962,-91.668926,
812,NUT (Vegetarian),restaurante,San Cristobal de las Casas,gastronomia,93,1.2,92,16.73882,-92.632894,
813,buffet,restaurante,Palenque,gastronomia,195,1.0,424,17.501441,-92.002391,
814,El Hurachazo,restaurante,San Cristobal de las Casas,gastronomia,215,1.1,487,16.734809,-92.648666,
815,Los Revolcados,restaurante,San Cristobal de las Casas,gastronomia,121,1.2,183,16.736703,-92.636924,
816,Al Sazón Que Me Toquen,restaurante,San Cristobal de las Casas,gastronomia,148,1.2,270,16.738944,-92.637952,
817,La Aurora,restaurante,San Cristobal de las Casas,gastronomia,96,1.3,104,16.746247,-92.637221,
818,Los Amigos,restaurante,San Cristobal de las Casas,gastronomia,115,1.5,164,16.744456,-92.638997,
819,The Harvest Cafe,restaurante,Arriaga,gastronomia,135,1.5,229,16.236763,-93.898207,
820,La Maldita,restaurante,San Cristobal de las Casas,gastronomia,118,1.4,173,16.737365,-92.626007,
821,Little Caesars,restaurante,Tapachula,gastronomia,101,1.4,119,14.886739,-92.27892,
822,Restaurante de Presa,restaurante,Arriaga,gastronomia,156,1.0,296,16.466526,-93.999281,
823,Italianni's,restaurante,Tuxtla Gutierrez,gastronomia,158,1.3,305,16.752248,-93.144031,
824,La Estación Restaurant & Bar,restaurante,Tuxtla Gutierrez,gastronomia,121,1.1,184,16.752048,-93.144072,
825,El Mito-T,restaurante,Tapachula,gastronomia,182,1.3,380,14.897742,-92.271727,
826,Chavelas,restaurante,San Cristobal de las Casas,gastronomia,125,1.4,196,16.738019,-92.632812,
827,La Casona,restaurante,Tuxtla Gutierrez,gastronomia,112,1.2,154,16.75277,-93.116578,
828,Bek Semilla de Vida,restaurante,San Cristobal de las Casas,gastronomia,132,1.3,219,16.737712,-92.635493,
829,Car Wash Tacos,restaurante,Tapachula,gastronomia,83,1.1,61,14.901854,-92.261405,
830,El Brasileiro,restaurante,San Cristobal de las Casas,gastronomia,226,1.2,524,16.73732,-92.634609,
831,Marinni,restaurante,Tapachula,gastronomia,139,1.0,242,14.902566,-92.258292,
832,Buenos días,restaurante,Tapachula,gastronomia,87,1.5,74,14.898133,-92.262267,
833,Ángeles repostería,restaurante,Tapachula,gastronomia,128,1.4,208,14.905989,-92.265292,
834,Oro Maya Kaffee Haus,restaurante,Tapachula,gastronomia,206,1.3,460,14.910995,-92.251899,
835,"""Rubi"" Tacos y quesadillas",restaurante,Tapachula,gastronomia,169,1.0,338,14.906091,-92.25498,
836,La Ceiba del Mau,restaurante,Tapachula,gastronomia,240,1.2,569,14.897331,-92.253535,
837,Due Torri,restaurante,Comitan de Dominguez,gastronomia,161,1.5,313,16.254641,-92.137512,
838,Comitlan,restaurante,Comitan de Dominguez,gastronomia,180,1.5,373,16.254476,-92.137463,
839,Funky burritos and mezcales,restaurante,San Cristobal de las Casas,gastronomia,191,1.2,410,16.739455,-92.63765,
840,Cacao Nativa,restaurante,San Cristobal de las Casas,gastronomia,109,1.0,145,16.734392,-92.638156,
841,Trattoria Italiana,restaurante,San Cristobal de las Casas,gastronomia,158,1.1,303,16.740549,-92.635501,
842,Café Jade,restaurante,Palenque,gastronomia,219,1.3,501,17.509629,-91.98689,
843,L’Khofi,restaurante,Palenque,gastronomia,148,1.5,272,17.508928,-91.989435,
844,Restaurante Don Carlos,restaurante,Palenque,gastronomia,120,1.3,180,17.509488,-91.988333,
845,Sivia's Kitchen,restaurante,San Cristobal de las Casas,gastronomia,112,1.1,474,16.737859,-92.627565,
846,Kahpeltik Cañada,restaurante,San Cristobal de las Casas,gastronomia,203,1.4,449,16.738537,-92.639871,
847,Bochy's Burger,restaurante,Tapachula,gastronomia,214,1.1,483,14.910933,-92.258494,
848,Tito y Filemón,restaurante,San Cristobal de las Casas,gastronomia,225,1.1,521,16.741019,-92.632826,
849,Tok Tok Wok,restaurante,San Cristobal de las Casas,gastronomia,216,1.4,491,16.74178,-92.630832,
850,comedor,restaurante,La Trinitaria,gastronomia,228,1.2,532,16.144199,-92.071592,
851,Tacos,restaurante,La Independencia,gastronomia,249,1.1,599,16.082947,-91.663646,
852,Restaurante La Orquidea,restaurante,La Independencia,gastronomia,113,1.2,157,16.084353,-91.662172,
853,Restaurante Liquidambar,restaurante,La Independencia,gastronomia,131,1.3,215,16.076251,-91.677817,
854,Cafetería La Orquidia,restaurante,La Independencia,gastronomia,228,1.1,529,16.079763,-91.670627,
855,"Restaurant Belil, Sabores de Chiapas",restaurante,San Cristobal de las Casas,gastronomia,183,1.1,848,16.738306,-92.634608,
856,Freddie,restaurante,San Cristobal de las Casas,gastronomia,94,1.2,97,16.742335,-92.632837,
857,Garrobo’s,restaurante,Palenque,gastronomia,167,1.3,333,17.50949,-91.987968,
858,Sereques,restaurante,Palenque,gastronomia,91,1.1,87,17.509495,-91.986628,
859,El Herradero,restaurante,Palenque,gastronomia,209,1.2,469,17.509161,-91.984069,
860,La Abuelita,restaurante,San Cristobal de las Casas,gastronomia,82,1.0,58,16.737681,-92.632014,
861,InterVino,restaurante,San Cristobal de las Casas,gastronomia,196,1.3,426,16.73743,-92.633399,
862,Kokonó,restaurante,San Cristobal de las Casas,gastronomia,213,1.5,482,16.737232,-92.635509,
863,Kukulpan,restaurante,San Cristobal de las Casas,gastronomia,232,1.2,543,16.740552,-92.635564,
864,Madama Do Re,restaurante,San Cristobal de las Casas,gastronomia,138,1.1,240,16.737198,-92.632791,
865,Carnitas,restaurante,Tapachula,gastronomia,227,1.5,528,14.832442,-92.191239,
866,los compitas,restaurante,Tapachula,gastronomia,93,1.1,92,14.837597,-92.190397,
867,Exóticos,restaurante,Tapachula,gastronomia,111,1.4,152,15.028693,-92.153429,
868,El Bony,restaurante,San Cristobal de las Casas,gastronomia,192,1.2,412,16.738559,-92.630571,
869,La Caverna de los Antepasados,restaurante,San Cristobal de las Casas,gastronomia,80,1.3,302,16.737967,-92.640156,
870,Bidalia Cocina Economica,restaurante,San Cristobal de las Casas,gastronomia,218,1.2,498,16.745032,-92.637687,
871,Comida Ecológica,restaurante,Tapachula,gastronomia,218,1.1,499,14.887324,-92.287454,
872,Aroma Espresso,restaurante,Tuxtla Gutierrez,gastronomia,160,1.2,309,16.754791,-93.120392,
873,Baja taco shop,restaurante,Tuxtla Gutierrez,gastronomia,103,1.1,127,16.762227,-93.124026,
874,Tierra fértil,restaurante,Tapachula,gastronomia,155,1.2,293,14.906016,-92.260007,
875,Café Selva,restaurante,San Cristobal de las Casas,gastronomia,101,1.2,118,16.73576,-92.638926,
876,Restaurant Scala,restaurante,Tapachula,gastronomia,232,1.4,542,14.790363,-92.369417,
877,El Rinconcito,restaurante,Palenque,gastronomia,85,1.4,66,17.509334,-91.980662,
878,Mi Café,restaurante,Amatenango del Valle,gastronomia,143,1.4,254,16.528787,-92.443361,
879,El Mercadito,restaurante,San Cristobal de las Casas,gastronomia,202,1.2,950,16.738137,-92.63272,
880,Pachamama,restaurante,San Cristobal de las Casas,gastronomia,159,1.4,308,16.737572,-92.633013,
881,Central Cafe-Bar,restaurante,Comitan de Dominguez,gastronomia,107,1.3,138,16.252776,-92.135422,
882,Ta Bonitio,restaurante,Comitan de Dominguez,gastronomia,234,1.4,549,16.252942,-92.136498,
883,Aquario,restaurante,Comitan de Dominguez,gastronomia,144,1.3,259,16.252076,-92.136044,
884,lek Capel,restaurante,San Cristobal de las Casas,gastronomia,99,1.3,112,16.738909,-92.635116,
885,Casa Utrilla,restaurante,San Cristobal de las Casas,gastronomia,156,1.2,296,16.740458,-92.6369,
886,La Guacamaya,restaurante,Chiapa de Corzo,gastronomia,149,1.2,276,16.707043,-93.016367,
887,Buena Comida Casera Econonica,restaurante,Tuxtla Gutierrez,gastronomia,173,1.2,352,16.737864,-93.10189,
888,La Palapa,restaurante,Palenque,gastronomia,146,1.2,265,17.443655,-91.962808,
889,"Café Literario ""Papachema""",restaurante,Palenque,gastronomia,248,1.2,1192,17.508771,-91.983191,
890,Chocoleto,restaurante,San Cristobal de las Casas,gastronomia,199,1.0,436,16.74098,-92.638024,
891,Pollo a leña,restaurante,San Cristobal de las Casas,gastronomia,137,1.2,237,16.737931,-92.628233,
892,Pizzeria Napoli,restaurante,San Cristobal de las Casas,gastronomia,161,1.2,732,16.737781,-92.631576,
893,Los Comalitos,restaurante,San Cristobal de las Casas,gastronomia,151,1.3,678,16.737117,-92.642951,
894,El Tostador,restaurante,San Cristobal de las Casas,gastronomia,235,1.0,553,16.735287,-92.637025,
895,Plátano pinto gormet,restaurante,San Cristobal de las Casas,gastronomia,152,1.1,285,16.739061,-92.630659,
896,Bogavante,restaurante,Tapachula,gastronomia,133,1.3,223,14.653775,-92.356506,
897,El Centenario,restaurante,San Cristobal de las Casas,gastronomia,144,1.4,258,16.743696,-92.638166,
898,中文,restaurante,Tapachula,gastronomia,155,1.1,295,14.908534,-92.263342,
899,Café Zot's,restaurante,Palenque,gastronomia,124,1.3,192,17.509425,-91.982067,
900,Delicatessen Pizza Il Piccolo,restaurante,San Cristobal de las Casas,gastronomia,171,1.5,345,16.737548,-92.633766,
901,Pizzas Expres,restaurante,Palenque,gastronomia,167,1.2,334,17.509062,-91.989756,
902,Restaurant Maya,restaurante,Tenosique,gastronomia,207,1.1,461,16.799781,-91.105081,
903,Selva Maya,restaurante,Tenosique,gastronomia,218,1.1,498,16.815541,-90.887788,
904,Asadero Las Brasas,restaurante,Comitan de Dominguez,gastronomia,144,1.3,259,16.27683,-92.167919,
905,Comedores mapastepec,restaurante,Mapastepec,gastronomia,186,1.4,395,15.45571,-92.882502,
906,Restaurant Maya Agua Azul,restaurante,Ocosingo,gastronomia,170,1.1,344,17.257583,-92.114241,
907,Las Olas Del Vay Ven,restaurante,Palenque,gastronomia,101,1.3,118,17.502693,-91.991364,
908,La Diligencia,restaurante,San Cristobal de las Casas,gastronomia,114,1.3,161,16.72945,-92.664642,
909,El Secreto,restaurante,San Cristobal de las Casas,gastronomia,209,1.3,468,16.739124,-92.638799,
910,Casa Santa,restaurante,San Cristobal de las Casas,gastronomia,91,1.5,87,16.738431,-92.63882,
911,taniperla,restaurante,San Cristobal de las Casas,gastronomia,208,1.1,464,16.734907,-92.63498,
912,Trotamundos,restaurante,Palenque,gastronomia,132,1.5,221,17.508003,-91.987064,
913,García,restaurante,Ocosingo,gastronomia,221,1.3,507,17.253198,-92.114351,
914,Pizzeria El Punto,restaurante,San Cristobal de las Casas,gastronomia,97,1.5,108,16.737473,-92.634013,
915,El Torque Coleto,restaurante,San Cristobal de las Casas,gastronomia,81,1.1,53,16.739498,-92.638752,
916,Chiquitita,restaurante,Tuxtla Gutierrez,gastronomia,144,1.2,641,16.768697,-93.098887,
917,5 Elementos,restaurante,San Cristobal de las Casas,gastronomia,127,1.2,204,16.737843,-92.630056,
918,La casa del pozole,restaurante,San Cristobal de las Casas,gastronomia,158,1.3,303,16.735088,-92.638125,
919,Café de Yara,restaurante,Palenque,gastronomia,153,1.4,288,17.509581,-91.982353,
920,Psy Burger,restaurante,San Cristobal de las Casas,gastronomia,228,1.2,529,16.739205,-92.631195,
921,Tamales de Don Raulito,restaurante,Tapachula,gastronomia,189,1.2,881,14.911933,-92.263935,
922,La casa de las flores,restaurante,Tapachula,gastronomia,157,1.2,301,14.880685,-92.270991,
923,El Caracol de Jade,restaurante,Palenque,gastronomia,248,1.0,594,17.509021,-91.980655,
924,Los Ladrillos,restaurante,Chiapa de Corzo,gastronomia,134,1.1,226,16.711841,-92.992679,
925,cocina de bety,restaurante,Palenque,gastronomia,129,1.1,210,17.509429,-91.980703,
926,Xocolatería Cafetería de especialidad,restaurante,San Cristobal de las Casas,gastronomia,148,1.1,270,16.738759,-92.638395,
927,Café yara,restaurante,Palenque,gastronomia,212,1.3,479,17.509589,-91.982347,
928,Comedor,restaurante,Tzimol,gastronomia,178,1.4,369,16.18527,-92.277671,
929,Restaurant Tía Emita,restaurante,Tzimol,gastronomia,229,1.0,534,16.184546,-92.280896,
930,El Rinconcito Tziscao,restaurante,La Independencia,gastronomia,123,1.4,191,16.084158,-91.663547,
931,Restaurante Pat-Yanú Tziscao,restaurante,La Independencia,gastronomia,244,1.2,581,16.085463,-91.662447,
932,Restaurante 2 Estrellas “Reyna”,restaurante,La Independencia,gastronomia,143,1.4,254,16.088624,-91.665847,
933,"Restaurante Típico ""NORMA""",restaurante,La Independencia,gastronomia,142,1.5,253,16.091397,-91.666243,
934,"Restaurante ""Cielo""",restaurante,La Independencia,gastronomia,142,1.0,253,16.091121,-91.666103,
935,Restaurante Internacional,restaurante,La Independencia,gastronomia,118,1.2,173,16.074879,-91.681383,
936,Comedor Aurora,restaurante,La Independencia,gastronomia,216,1.3,490,16.087159,-91.663105,
937,Galería Las Casas,restaurante,San Cristobal de las Casas,gastronomia,216,1.1,491,16.737815,-92.630604,
938,La cocina de Don Luigi,restaurante,San Cristobal de las Casas,gastronomia,82,1.5,58,16.738352,-92.632992,
939,Bar restaurant,restaurante,Palenque,gastronomia,213,1.4,482,17.326488,-91.925503,
940,El Caminante,restaurante,San Cristobal de las Casas,gastronomia,101,1.1,120,16.732988,-92.637116,
941,Trattoria Catanzaro,restaurante,San Cristobal de las Casas,gastronomia,140,1.0,244,16.738212,-92.635043,
942,Rancho del Lago,restaurante,Ostuacan,gastronomia,144,1.1,642,17.171336,-93.577597,
943,Restaurante La Salsa Verde,restaurante,San Cristobal de las Casas,gastronomia,185,1.3,391,16.738446,-92.637982,
944,Mercado San Jose,restaurante,Comitan de Dominguez,gastronomia,150,1.2,279,16.249696,-92.13494,
945,El Tacoleto,restaurante,San Cristobal de las Casas,gastronomia,88,1.2,78,16.736983,-92.635532,
946,Taqueria Express,restaurante,Palenque,gastronomia,237,1.5,559,17.509598,-91.982196,
947,Casa antoliana,restaurante,Palenque,gastronomia,182,1.5,381,17.509494,-91.987911,
948,El Caldero - Sopas Ricas,restaurante,San Cristobal de las Casas,gastronomia,89,1.1,80,16.739612,-92.634631,
949,Buen comer,restaurante,San Cristobal de las Casas,gastronomia,121,1.1,185,16.736127,-92.639945,
950,La Hojarasca,restaurante,Tapachula,gastronomia,206,1.1,459,14.913996,-92.256752,
951,La Tertulia de San cris,restaurante,San Cristobal de las Casas,gastronomia,209,1.1,467,16.735979,-92.637199,
952,Kokono,restaurante,San Cristobal de las Casas,gastronomia,203,1.2,450,16.736253,-92.645428,
953,Predio caro,restaurante,La Concordia,gastronomia,94,1.2,97,15.64725,-92.560178,
954,Balneario Los Rosales,restaurante,Tapachula,gastronomia,212,1.3,479,15.071336,-92.189155,
955,Los Dos compadres- Restaurante Familiar,restaurante,Yajalon,gastronomia,207,1.4,461,17.103075,-92.275492,
956,Nantik Julia-Restaurante,restaurante,Yajalon,gastronomia,171,1.2,346,17.104066,-92.274918,
957,Restaurante Capricornio,restaurante,Yajalon,gastronomia,176,1.1,363,17.103906,-92.271033,
958,La aventura-Restaurante,restaurante,Yajalon,gastronomia,118,1.4,175,17.104446,-92.269324,
959,El Balcón -Restaurante,restaurante,Yajalon,gastronomia,164,1.4,322,17.105027,-92.271855,
960,Capéltic nuestro café.,restaurante,Yajalon,gastronomia,155,1.3,295,17.104708,-92.26743,
961,El buen dicho-Cafetería,restaurante,Yajalon,gastronomia,103,1.4,126,17.104443,-92.271424,
962,La paliceña,restaurante,Yajalon,gastronomia,242,1.2,575,17.107689,-92.274262,
963,iCafé,restaurante,Chiapa de Corzo,gastronomia,115,1.3,165,16.707187,-93.01878,
964,Quesadillas Michel,restaurante,Chiapa de Corzo,gastronomia,157,1.2,301,16.710179,-93.016332,
965,La Peregrina,restaurante,San Cristobal de las Casas,gastronomia,187,1.5,869,16.738273,-92.635692,
966,San Carlos,restaurante,San Cristobal de las Casas,gastronomia,109,1.3,144,16.735227,-92.63745,
967,Da Tito Pizza,restaurante,San Cristobal de las Casas,gastronomia,248,1.3,594,16.73948,-92.635572,
968,Tío Chano,restaurante,San Cristobal de las Casas,gastronomia,89,1.0,81,16.670676,-92.584136,
969,El Patio,restaurante,San Cristobal de las Casas,gastronomia,166,1.2,328,16.738634,-92.636975,
970,Jugos y Antojitos Alex,restaurante,San Cristobal de las Casas,gastronomia,233,1.0,546,16.739559,-92.63575,
971,Taquería Tabeel,restaurante,San Cristobal de las Casas,gastronomia,195,1.4,912,16.737803,-92.630857,
972,Forever Pizza,restaurante,San Cristobal de las Casas,gastronomia,208,1.1,465,16.737709,-92.631346,
973,El Argentino,restaurante,San Cristobal de las Casas,gastronomia,241,1.4,1156,16.737493,-92.63562,
974,Cafetería La Gardenia,restaurante,San Cristobal de las Casas,gastronomia,199,1.2,435,16.739493,-92.635765,
975,Taniperla,restaurante,San Cristobal de las Casas,gastronomia,99,1.3,114,16.738207,-92.634615,
976,Lek Balami,restaurante,San Cristobal de las Casas,gastronomia,231,1.5,541,16.7396,-92.636022,
977,La Salamandra Cacaoteria,restaurante,San Cristobal de las Casas,gastronomia,227,1.1,525,16.738192,-92.626773,
978,La Faena,restaurante,San Cristobal de las Casas,gastronomia,180,1.3,373,16.735879,-92.639772,
979,Chivo's,restaurante,Palenque,gastronomia,118,1.3,175,17.509627,-91.987083,
980,Cafetos,restaurante,Palenque,gastronomia,153,1.4,288,17.509553,-91.988573,
981,Comedor El Cumbre,restaurante,Las Margaritas,gastronomia,183,1.1,384,16.67568,-91.66159,
982,Chaak Chocolatería,restaurante,Palenque,gastronomia,163,1.2,321,17.509389,-91.988932,
983,Cafe Te'el,restaurante,Palenque,gastronomia,206,1.2,460,17.509574,-91.982433,
984,La Huasteca,restaurante,Palenque,gastronomia,120,1.1,180,17.509165,-91.98313,
985,Pepper Wings,restaurante,Palenque,gastronomia,168,1.4,335,17.509473,-91.988574,
986,"Restaurante Familiar ""El Ranchito""",restaurante,Ocosingo,gastronomia,213,1.0,480,16.921129,-92.104744,
987,Barbacoa de Borrego,restaurante,Arriaga,gastronomia,124,1.3,192,16.205543,-93.853385,
988,Fonda La Sazon del Recuerdo,restaurante,Tonala,gastronomia,89,1.2,80,16.09329,-93.753715,
989,La Perla del Pacifico,restaurante,Tonala,gastronomia,116,1.2,167,15.933308,-93.811166,
990,Yesenia,restaurante,Tonala,gastronomia,243,1.3,578,15.848985,-93.675276,
991,caféologia,restaurante,San Cristobal de las Casas,gastronomia,108,1.3,141,16.737441,-92.636023,
992,Tlayudas Oaxaqueñas,restaurante,Tuxtla Gutierrez,gastronomia,94,1.0,96,16.751506,-93.164731,
993,Café Campo,restaurante,Palenque,gastronomia,112,1.1,472,17.508957,-91.985213,
994,Taqueria el charrito,restaurante,San Cristobal de las Casas,gastronomia,171,1.1,345,16.734281,-92.63772,
995,La  Esquina de Belisario,restaurante,Comitan de Dominguez,gastronomia,162,1.3,316,16.252326,-92.13615,
996,Jugos y Cocteles Isla del Carmen,restaurante,Comitan de Dominguez,gastronomia,117,1.3,499,16.250597,-92.135555,
997,Antojitos El puntalito,restaurante,Palenque,gastronomia,169,1.4,338,17.510182,-91.98342,
998,Loving Hut,restaurante,San Cristobal de las Casas,gastronomia,191,1.3,409,16.741691,-92.638027,
999,Chimichurri,restaurante,San Cristobal de las Casas,gastronomia,179,1.1,826,16.735724,-92.635694,
1000,Al Carbón,restaurante,San Cristobal de las Casas,gastronomia,214,1.1,1011,16.73792,-92.635591,
1001,"Crepas y Marquesitas "" LA 24""",restaurante,Tapachula,gastronomia,127,1.3,552,14.897142,-92.273882,
1002,Masala Raff,restaurante,San Cristobal de las Casas,gastronomia,159,1.5,720,16.738176,-92.635411,
1003,Petite Fondue,restaurante,San Cristobal de las Casas,gastronomia,228,1.1,1085,16.735706,-92.638069,
1004,Churrería La Santa ju,restaurante,San Cristobal de las Casas,gastronomia,244,1.3,1170,16.736497,-92.640292,
1005,Mankeme,restaurante,San Cristobal de las Casas,gastronomia,246,1.0,589,16.732215,-92.637555,
1006,Kim - Cocina Panasiática,restaurante,San Cristobal de las Casas,gastronomia,157,1.4,708,16.737707,-92.639797,
1007,Fercho'z Pizzas,restaurante,San Cristobal de las Casas,gastronomia,174,1.1,798,16.736876,-92.644211,
1008,Al Sazón Que Me Toquen...,restaurante,San Cristobal de las Casas,gastronomia,224,1.4,517,16.738793,-92.63783,
1009,Mi casa,restaurante,San Cristobal de las Casas,gastronomia,240,1.0,570,16.737046,-92.640601,
1010,Grill garden,restaurante,San Cristobal de las Casas,gastronomia,139,1.2,241,16.738305,-92.635032,
1011,El Rinconcito - comedor,restaurante,Palenque,gastronomia,234,1.2,550,17.508384,-91.985134,
1012,Los Magueyes,restaurante,San Cristobal de las Casas,gastronomia,134,1.0,227,16.739646,-92.637058,
1013,Huarache Real,restaurante,San Cristobal de las Casas,gastronomia,113,1.2,157,16.737766,-92.640862,
1014,Taqueria Campero,restaurante,Ocosingo,gastronomia,200,1.3,439,16.991143,-92.108102,
1015,El Buen Gusto,restaurante,San Cristobal de las Casas,gastronomia,186,1.0,396,16.738114,-92.636204,
1016,Los Ches,restaurante,San Cristobal de las Casas,gastronomia,173,1.3,796,16.737477,-92.636759,
1017,Casa De Ahn,restaurante,San Cristobal de las Casas,gastronomia,131,1.2,572,16.737871,-92.639187,
1018,Pizza Palermo,restaurante,Tuxtla Gutierrez,gastronomia,177,1.3,818,16.756372,-93.12297,
1019,Restaurante Maya,restaurante,Palenque,gastronomia,89,1.5,81,17.509376,-91.981243,
1020,La comiteca,restaurante,Comitan de Dominguez,gastronomia,144,1.0,258,16.25175,-92.135777,
1021,Florentina Restaurante,restaurante,Tuxtla Gutierrez,gastronomia,196,1.2,915,16.755984,-93.125715,
1022,Los Portales de Comitan,restaurante,Comitan de Dominguez,gastronomia,90,1.4,82,16.252048,-92.136026,
1023,El Vista,restaurante,Ostuacan,gastronomia,155,1.1,295,17.154494,-93.597454,
1024,Perro Café,restaurante,Comitan de Dominguez,gastronomia,231,1.3,540,16.229181,-92.133191,
1025,Cantaritos,restaurante,San Cristobal de las Casas,gastronomia,197,1.0,428,16.737502,-92.634419,
1026,Aguacate Veggie Bar,restaurante,San Cristobal de las Casas,gastronomia,120,1.5,180,16.738351,-92.634223,
1027,Fonda Marco,restaurante,San Cristobal de las Casas,gastronomia,99,1.1,114,16.735949,-92.636548,
1028,Comedor Doña Rita,restaurante,San Cristobal de las Casas,gastronomia,173,1.2,350,16.738417,-92.633317,
1029,erika,restaurante,Tonala,gastronomia,81,1.3,55,15.851018,-93.677385,
1030,taqueria el negro,restaurante,Palenque,gastronomia,204,1.2,453,17.708815,-92.02087,
1031,Papales,restaurante,Tapachula,gastronomia,81,1.3,55,15.115344,-92.098291,
1032,chin chin,restaurante,Chiapa de Corzo,gastronomia,209,1.2,470,16.71062,-93.016181,
1033,Casa Jasmine,restaurante,San Cristobal de las Casas,gastronomia,156,1.2,296,16.741202,-92.635457,
1034,Argentino,restaurante,Tapachula,gastronomia,156,1.0,297,15.040384,-92.137502,
1035,Taqueria de las Casas,restaurante,San Cristobal de las Casas,gastronomia,171,1.5,346,16.727607,-92.636118,
1036,Cafetería de Black Dragon,restaurante,San Cristobal de las Casas,gastronomia,201,1.2,942,16.736331,-92.627385,
1037,punto H,restaurante,Tonala,gastronomia,88,1.1,78,16.084867,-93.754893,
1038,Donki Burritos Sancris,restaurante,San Cristobal de las Casas,gastronomia,199,1.2,934,16.737761,-92.629068,
1039,Crepas,restaurante,San Cristobal de las Casas,gastronomia,121,1.4,183,16.737728,-92.632497,
1040,La Papaya Milagrosa,restaurante,San Cristobal de las Casas,gastronomia,124,1.2,193,16.737241,-92.639048,
1041,El sazón de la abuela,restaurante,San Cristobal de las Casas,gastronomia,195,1.2,423,16.733448,-92.63408,
1042,Comedor Típico Internacional,restaurante,La Independencia,gastronomia,210,1.4,471,16.076684,-91.678176,
1043,Restaurante ILSI,restaurante,Tapachula,gastronomia,153,1.3,287,15.086287,-92.08345,
1044,K'an K'an,restaurante,San Cristobal de las Casas,gastronomia,189,1.4,879,16.738418,-92.641089,
1045,Colectivo Mudra,restaurante,San Cristobal de las Casas,gastronomia,240,1.0,568,16.738201,-92.635112,
1046,Mikura Sushi,restaurante,San Cristobal de las Casas,gastronomia,247,1.2,592,16.738561,-92.631036,
1047,Cardamomo,restaurante,San Cristobal de las Casas,gastronomia,185,1.2,858,16.738248,-92.626625,
1048,Oui Oui,restaurante,San Cristobal de las Casas,gastronomia,160,1.1,308,16.738235,-92.626712,
1049,La Charcu,restaurante,San Cristobal de las Casas,gastronomia,170,1.2,344,16.738339,-92.626721,
1050,Santo Refugio,restaurante,San Cristobal de las Casas,gastronomia,208,1.3,982,16.738171,-92.626889,
1051,Taqueria El Mexicano,restaurante,San Cristobal de las Casas,gastronomia,196,1.4,425,16.738011,-92.627824,
1052,Cielo Azul,restaurante,San Cristobal de las Casas,gastronomia,148,1.4,660,16.737824,-92.627853,
